,image_name,tags,haze,primary,agriculture,clear,water,habitation,road,cultivation,slash_burn,cloudy,partly_cloudy,conventional_mine,bare_ground,artisinal_mine,blooming,selective_logging,blow_down
12158,train_12158,clear habitation primary water,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12159,train_12159,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12160,train_12160,clear cultivation habitation primary road,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
12161,train_12161,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12162,train_12162,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12163,train_12163,clear habitation primary road water,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
12164,train_12164,blooming clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12165,train_12165,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12166,train_12166,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12167,train_12167,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12168,train_12168,agriculture clear primary road slash_burn,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
12169,train_12169,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12170,train_12170,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12171,train_12171,cultivation partly_cloudy primary,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12172,train_12172,agriculture clear cultivation habitation primary road selective_logging,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
12173,train_12173,clear habitation primary road,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12174,train_12174,bare_ground blooming clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
12175,train_12175,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12176,train_12176,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12177,train_12177,cultivation partly_cloudy primary,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12178,train_12178,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12179,train_12179,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12180,train_12180,agriculture partly_cloudy primary road water,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12181,train_12181,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12182,train_12182,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12183,train_12183,agriculture partly_cloudy primary road water,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12184,train_12184,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12185,train_12185,bare_ground clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12186,train_12186,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12187,train_12187,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12188,train_12188,artisinal_mine clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
12189,train_12189,agriculture clear primary slash_burn,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12190,train_12190,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12191,train_12191,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12192,train_12192,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12193,train_12193,agriculture cultivation partly_cloudy primary road,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
12194,train_12194,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12195,train_12195,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12196,train_12196,agriculture clear road water,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12197,train_12197,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12198,train_12198,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12199,train_12199,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12200,train_12200,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12201,train_12201,partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12202,train_12202,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12203,train_12203,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12204,train_12204,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12205,train_12205,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12206,train_12206,agriculture partly_cloudy primary water,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12207,train_12207,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12208,train_12208,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12209,train_12209,agriculture cultivation partly_cloudy primary road,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
12210,train_12210,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12211,train_12211,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12212,train_12212,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12213,train_12213,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12214,train_12214,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12215,train_12215,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12216,train_12216,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12217,train_12217,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
12218,train_12218,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12219,train_12219,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12220,train_12220,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12221,train_12221,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12222,train_12222,clear primary selective_logging,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12223,train_12223,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12224,train_12224,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12225,train_12225,bare_ground clear primary selective_logging water,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
12226,train_12226,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12227,train_12227,clear water,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12228,train_12228,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12229,train_12229,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12230,train_12230,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12231,train_12231,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12232,train_12232,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12233,train_12233,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12234,train_12234,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12235,train_12235,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12236,train_12236,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12237,train_12237,haze primary road,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12238,train_12238,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
12239,train_12239,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12240,train_12240,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12241,train_12241,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12242,train_12242,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12243,train_12243,artisinal_mine clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
12244,train_12244,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12245,train_12245,agriculture clear habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
12246,train_12246,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12247,train_12247,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12248,train_12248,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12249,train_12249,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12250,train_12250,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12251,train_12251,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12252,train_12252,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12253,train_12253,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12254,train_12254,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12255,train_12255,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,train_12256,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12257,train_12257,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12258,train_12258,clear habitation primary water,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12259,train_12259,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12260,train_12260,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12261,train_12261,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12262,train_12262,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12263,train_12263,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12264,train_12264,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12265,train_12265,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
12266,train_12266,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12267,train_12267,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12268,train_12268,clear habitation road,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12269,train_12269,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12270,train_12270,clear habitation primary road water,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
12271,train_12271,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12272,train_12272,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12273,train_12273,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
12274,train_12274,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12275,train_12275,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12276,train_12276,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12277,train_12277,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12278,train_12278,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12279,train_12279,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12280,train_12280,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12281,train_12281,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12282,train_12282,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12283,train_12283,bare_ground clear,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12284,train_12284,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12285,train_12285,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12286,train_12286,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12287,train_12287,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12288,train_12288,clear primary selective_logging,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12289,train_12289,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
12290,train_12290,haze primary blooming,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12291,train_12291,agriculture habitation partly_cloudy road,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
12292,train_12292,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12293,train_12293,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12294,train_12294,haze primary road water,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12295,train_12295,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12296,train_12296,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12297,train_12297,agriculture partly_cloudy primary water,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12298,train_12298,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12299,train_12299,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12300,train_12300,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12301,train_12301,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12302,train_12302,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12303,train_12303,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12304,train_12304,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12305,train_12305,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12306,train_12306,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12307,train_12307,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12308,train_12308,agriculture clear cultivation habitation primary water,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
12309,train_12309,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12310,train_12310,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12311,train_12311,agriculture clear habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
12312,train_12312,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12313,train_12313,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12314,train_12314,bare_ground clear primary,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12315,train_12315,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12316,train_12316,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12317,train_12317,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12318,train_12318,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12319,train_12319,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12320,train_12320,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12321,train_12321,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12322,train_12322,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12323,train_12323,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12324,train_12324,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12325,train_12325,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12326,train_12326,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12327,train_12327,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12328,train_12328,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12329,train_12329,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12330,train_12330,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12331,train_12331,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12332,train_12332,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12333,train_12333,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12334,train_12334,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12335,train_12335,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12336,train_12336,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12337,train_12337,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12338,train_12338,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12339,train_12339,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12340,train_12340,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12341,train_12341,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12342,train_12342,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12343,train_12343,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12344,train_12344,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12345,train_12345,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12346,train_12346,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12347,train_12347,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12348,train_12348,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12349,train_12349,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12350,train_12350,clear cultivation primary selective_logging water,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
12351,train_12351,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12352,train_12352,conventional_mine partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
12353,train_12353,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12354,train_12354,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12355,train_12355,agriculture clear cultivation primary water,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
12356,train_12356,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12357,train_12357,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12358,train_12358,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12359,train_12359,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12360,train_12360,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12361,train_12361,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12362,train_12362,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12363,train_12363,cloudy water,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12364,train_12364,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12365,train_12365,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12366,train_12366,cultivation partly_cloudy primary,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12367,train_12367,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12368,train_12368,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12369,train_12369,agriculture clear cultivation habitation primary,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12370,train_12370,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12371,train_12371,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12372,train_12372,clear habitation primary road water,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
12373,train_12373,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12374,train_12374,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12375,train_12375,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12376,train_12376,partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12377,train_12377,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12378,train_12378,agriculture haze primary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12379,train_12379,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12380,train_12380,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12381,train_12381,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12382,train_12382,agriculture partly_cloudy water,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12383,train_12383,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12384,train_12384,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12385,train_12385,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12386,train_12386,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12387,train_12387,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12388,train_12388,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12389,train_12389,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12390,train_12390,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12391,train_12391,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12392,train_12392,agriculture clear cultivation primary blow_down,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12393,train_12393,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12394,train_12394,agriculture clear road,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12395,train_12395,clear habitation primary road,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12396,train_12396,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12397,train_12397,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12398,train_12398,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12399,train_12399,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12400,train_12400,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12401,train_12401,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12402,train_12402,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,train_12403,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12404,train_12404,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12405,train_12405,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12406,train_12406,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12407,train_12407,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12408,train_12408,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12409,train_12409,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12410,train_12410,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12411,train_12411,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12412,train_12412,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12413,train_12413,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12414,train_12414,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12415,train_12415,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12416,train_12416,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12417,train_12417,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12418,train_12418,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12419,train_12419,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12420,train_12420,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12421,train_12421,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12422,train_12422,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12423,train_12423,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12424,train_12424,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12425,train_12425,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12426,train_12426,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12427,train_12427,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12428,train_12428,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12429,train_12429,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12430,train_12430,agriculture clear cultivation primary water,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
12431,train_12431,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12432,train_12432,agriculture cultivation haze primary,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
